date	fed-o	fed	type	level	status	comment
1615216496	29	2	9	8	0	ON at time 0.000000 - OK
1615216496	29	2	8	8	0	ON at time 0.100000 - OK
1615216496	29	2	15	8	0	Label "Init" ended - OK
1615216496	29	1	15	8	0	Label "Init" ended - OK
1615216916	17	2	7	9	0	Federate 2 resign federation(17) - OK
1615216916	20	2	7	9	0	Federate 2 resign federation(20) - OK
1615216916	25	2	7	9	0	Federate 2 resign federation(25) - OK
1615216916	22	2	7	9	0	Federate 2 resign federation(22) - OK
1615216916	16	5	9	8	0	OFF - OK
1615216916	16	4	9	8	0	OFF - OK
1615216916	16	4	8	8	0	OFF - OK
1615216916	16	5	8	8	0	OFF - OK
1615216916	16	2	9	8	0	OFF - OK
1615216916	16	5	7	9	0	Federate 5 resign federation(16) - OK
1615216916	16	3	9	8	0	OFF - OK
1615216916	16	2	8	8	0	OFF - OK
1615216916	16	4	7	9	0	Federate 4 resign federation(16) - OK
1615216916	16	3	8	8	0	OFF - OK
1615216916	16	3	7	9	0	Federate 3 resign federation(16) - OK
1615216916	16	2	7	9	0	Federate 2 resign federation(16) - OK
1615216916	17	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615216916	17	1	7	9	0	Federate 1 resign federation(17) - OK
1615216916	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE0" (17) destroyed - OK
1615216916	20	1	49	10	63	Delete ObjID = 48Object <48> not found in map set. - Exception
1615216916	20	1	7	9	0	Federate 1 resign federation(20) - OK
1615216916	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE1" (20) destroyed - OK
1615216916	22	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615216916	22	1	7	9	0	Federate 1 resign federation(22) - OK
1615216916	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE2" (22) destroyed - OK
1615216916	25	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615216916	25	1	7	9	0	Federate 1 resign federation(25) - OK
1615216916	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE3" (25) destroyed - OK
1615216916	16	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615216916	16	1	9	8	0	OFF - OK
1615216916	16	1	8	8	0	OFF - OK
1615216916	16	1	7	9	0	Federate 1 resign federation(16) - OK
1615216916	0	0	4	9	0	Federation Name "GLOBAL_SYNCHRONIZATION" (16) destroyed - OK
1615216916	0	0	1	9	0	Socket 9 - OK
1615216916	0	0	1	9	0	Socket 18 - OK
1615216917	0	0	1	9	0	Socket 12 - OK
1615216917	29	1	8	8	0	OFF - OK
1615216917	29	1	7	9	0	Federate 1 resign federation(29) - OK
1615216917	0	0	1	9	0	Socket 19 - OK
1615216917	0	0	1	9	0	Socket 11 - OK
1615216917	0	0	1	9	0	Socket 17 - OK
1615216917	0	0	1	9	0	Socket 8 - OK
1615216917	0	0	1	9	0	Socket 14 - OK
1615216917	0	0	1	9	0	Socket 10 - OK
1615216917	0	0	1	9	0	Socket 15 - OK
1615216917	0	0	1	9	0	Socket 16 - OK
1615216917	0	0	1	9	0	Socket 13 - OK
1615216917	0	0	1	9	0	Socket 7 - OK
1615216917	0	0	1	9	0	Socket 6 - OK
1615216924	29	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615216924	29	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615216924	29	2	34	7	0	Unpublish Object Class = 3, # of att. = 0 - OK
1615216924	29	2	49	6	0	Delete ObjID = 1 - OK
1615216924	29	2	8	8	0	OFF - OK
1615216924	29	2	7	9	0	Federate 2 resign federation(29) - OK
1615216924	0	0	1	9	0	Socket 20 - OK
date	fed-o	fed	type	level	status	comment
1615217003	0	0	128	10	0	
1615217032	0	0	3	9	0	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 1 created - OK
1615217032	0	0	5	9	0	Federate "SYNCH_OMNET" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 1. Socket 6 - OK
1615217032	1	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217032	1	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217032	1	1	35	7	0	Publish Interaction Class = 4 - OK
1615217032	1	1	9	8	0	ON at time 0.000000 - OK
1615217032	1	1	8	8	0	ON at time 1.000000 - OK
1615217033	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 2 created - OK
1615217033	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 1. Socket 7 - OK
1615217033	2	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217033	2	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217033	2	1	35	7	0	Publish Interaction Class = 4 - OK
1615217034	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 3COSSIM_PROC_NET_NODE0 - Exception
1615217034	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 2. Socket 9 - OK
1615217034	2	2	35	7	0	Publish Interaction Class = 3 - OK
1615217034	2	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217034	2	2	15	8	0	Label "Init" ended - OK
1615217034	2	1	15	8	0	Label "Init" ended - OK
1615217035	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 4GLOBAL_SYNCHRONIZATION - Exception
1615217035	0	0	5	9	0	Federate "GEM5_NODE0" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 2. Socket 12 - OK
1615217035	1	2	35	7	0	Publish Interaction Class = 3 - OK
1615217035	1	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217035	1	2	9	8	0	ON at time 0.000000 - OK
1615217035	1	2	8	8	0	ON at time 1.000000 - OK
1615217035	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 5 created - OK
1615217035	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 1. Socket 13 - OK
1615217035	1	2	15	8	0	Label "Init" ended - OK
1615217035	5	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217035	5	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217035	5	1	35	7	0	Publish Interaction Class = 4 - OK
1615217035	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 6COSSIM_PROC_NET_NODE1 - Exception
1615217035	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 2. Socket 10 - OK
1615217035	5	2	35	7	0	Publish Interaction Class = 3 - OK
1615217035	5	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217035	5	2	15	8	0	Label "Init" ended - OK
1615217035	5	1	15	8	0	Label "Init" ended - OK
1615217035	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 7 created - OK
1615217035	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 1. Socket 14 - OK
1615217035	7	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217035	7	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217035	7	1	35	7	0	Publish Interaction Class = 4 - OK
1615217035	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 8COSSIM_PROC_NET_NODE2 - Exception
1615217035	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 2. Socket 8 - OK
1615217035	7	2	35	7	0	Publish Interaction Class = 3 - OK
1615217035	7	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217035	7	2	15	8	0	Label "Init" ended - OK
1615217035	7	1	15	8	0	Label "Init" ended - OK
1615217035	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 9GLOBAL_SYNCHRONIZATION - Exception
1615217035	0	0	5	9	0	Federate "GEM5_NODE1" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 3. Socket 15 - OK
1615217035	1	3	35	7	0	Publish Interaction Class = 3 - OK
1615217035	1	3	39	7	0	Subscribe Interaction Class = 4 - OK
1615217035	1	3	9	8	0	ON at time 0.000000 - OK
1615217035	1	3	8	8	0	ON at time 1.000000 - OK
1615217035	1	3	15	8	0	Label "Init" ended - OK
1615217036	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 10 created - OK
1615217036	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE3"(10) with handle 1. Socket 16 - OK
1615217036	10	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217036	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 11COSSIM_PROC_NET_NODE3 - Exception
1615217036	10	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217036	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE3"(10) with handle 2. Socket 11 - OK
1615217036	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 12GLOBAL_SYNCHRONIZATION - Exception
1615217036	0	0	5	9	0	Federate "GEM5_NODE2" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 4. Socket 17 - OK
1615217036	10	2	35	7	0	Publish Interaction Class = 3 - OK
1615217036	10	1	35	7	0	Publish Interaction Class = 4 - OK
1615217036	10	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217036	1	4	35	7	0	Publish Interaction Class = 3 - OK
1615217036	1	4	39	7	0	Subscribe Interaction Class = 4 - OK
1615217036	1	4	9	8	0	ON at time 0.000000 - OK
1615217036	1	4	8	8	0	ON at time 1.000000 - OK
1615217036	10	2	15	8	0	Label "Init" ended - OK
1615217036	10	1	15	8	0	Label "Init" ended - OK
1615217036	1	4	15	8	0	Label "Init" ended - OK
1615217037	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 13GLOBAL_SYNCHRONIZATION - Exception
1615217037	0	0	5	9	0	Federate "GEM5_NODE3" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 5. Socket 18 - OK
1615217037	1	5	35	7	0	Publish Interaction Class = 3 - OK
1615217037	1	5	39	7	0	Subscribe Interaction Class = 4 - OK
1615217037	1	5	9	8	0	ON at time 0.000000 - OK
1615217037	1	5	8	8	0	ON at time 1.000000 - OK
1615217037	1	5	15	8	0	Label "Init" ended - OK
1615217037	1	1	15	8	0	Label "Init" ended - OK
1615217038	0	0	3	9	0	Federation Name : Node0, Handle : 14 created - OK
1615217038	0	0	5	9	0	Federate "GEM5_CREATOR_FEDERATE" joins Federation "Node0"(14) with handle 1. Socket 19 - OK
1615217038	14	1	12	8	0	Label "Init" registered. Tag is "Waiting all players." - OK
1615217038	14	1	33	7	0	Publish Object Class = 4, # of att. = 5 - OK
1615217038	14	1	37	7	0	Subscribe Object Class = 3, # of att. = 4 - OK
1615217038	14	1	9	8	0	ON at time 0.000000 - OK
1615217038	14	1	8	8	0	ON at time 1.000000 - OK
1615217057	0	0	3	10	36	Federation Name : Node0, Handle : 15Node0 - Exception
1615217057	0	0	5	9	0	Federate "Display" joins Federation "Node0"(14) with handle 2. Socket 20 - OK
1615217057	14	2	33	7	0	Publish Object Class = 3, # of att. = 1 - OK
1615217057	14	2	43	6	0	Register Object Class = 3 - OK
1615217057	14	2	37	7	0	Subscribe Object Class = 4, # of att. = 2 - OK
1615217057	14	2	9	8	0	ON at time 0.000000 - OK
1615217057	14	2	8	8	0	ON at time 0.100000 - OK
1615217057	14	2	15	8	0	Label "Init" ended - OK
1615217057	14	1	15	8	0	Label "Init" ended - OK
1615217086	7	2	7	9	0	Federate 2 resign federation(7) - OK
1615217086	10	2	7	9	0	Federate 2 resign federation(10) - OK
1615217086	2	2	7	9	0	Federate 2 resign federation(2) - OK
1615217086	1	5	9	8	0	OFF - OK
1615217086	1	5	8	8	0	OFF - OK
1615217086	1	5	7	9	0	Federate 5 resign federation(1) - OK
1615217086	1	2	9	8	0	OFF - OK
1615217086	1	2	8	8	0	OFF - OK
1615217086	1	2	7	9	0	Federate 2 resign federation(1) - OK
1615217086	5	2	7	9	0	Federate 2 resign federation(5) - OK
1615217086	1	4	9	8	0	OFF - OK
1615217086	1	4	8	8	0	OFF - OK
1615217086	1	4	7	9	0	Federate 4 resign federation(1) - OK
1615217086	1	3	9	8	0	OFF - OK
1615217086	1	3	8	8	0	OFF - OK
1615217086	2	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217086	2	1	7	9	0	Federate 1 resign federation(2) - OK
1615217086	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE0" (2) destroyed - OK
1615217086	5	1	49	10	63	Delete ObjID = 48Object <48> not found in map set. - Exception
1615217086	1	3	7	9	0	Federate 3 resign federation(1) - OK
1615217086	5	1	7	9	0	Federate 1 resign federation(5) - OK
1615217086	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE1" (5) destroyed - OK
1615217086	7	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217086	7	1	7	9	0	Federate 1 resign federation(7) - OK
1615217086	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE2" (7) destroyed - OK
1615217086	10	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217086	10	1	7	9	0	Federate 1 resign federation(10) - OK
1615217086	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE3" (10) destroyed - OK
1615217086	1	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217086	1	1	9	8	0	OFF - OK
1615217086	1	1	8	8	0	OFF - OK
1615217086	1	1	7	9	0	Federate 1 resign federation(1) - OK
1615217086	0	0	4	9	0	Federation Name "GLOBAL_SYNCHRONIZATION" (1) destroyed - OK
1615217086	0	0	1	9	0	Socket 14 - OK
1615217086	0	0	1	9	0	Socket 13 - OK
1615217086	0	0	1	9	0	Socket 7 - OK
1615217086	0	0	1	9	0	Socket 16 - OK
1615217086	14	1	8	8	0	OFF - OK
1615217086	14	1	7	9	0	Federate 1 resign federation(14) - OK
1615217086	0	0	1	9	0	Socket 9 - OK
1615217086	0	0	1	9	0	Socket 19 - OK
1615217086	0	0	1	9	0	Socket 12 - OK
1615217087	0	0	1	9	0	Socket 18 - OK
1615217087	0	0	1	9	0	Socket 11 - OK
1615217087	0	0	1	9	0	Socket 17 - OK
1615217087	0	0	1	9	0	Socket 8 - OK
1615217087	0	0	1	9	0	Socket 15 - OK
1615217087	0	0	1	9	0	Socket 6 - OK
1615217087	0	0	1	9	0	Socket 10 - OK
1615217095	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615217095	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615217095	14	2	34	7	0	Unpublish Object Class = 3, # of att. = 0 - OK
1615217095	14	2	49	6	0	Delete ObjID = 1 - OK
1615217095	14	2	8	8	0	OFF - OK
1615217095	14	2	7	9	0	Federate 2 resign federation(14) - OK
1615217095	0	0	1	9	0	Socket 20 - OK
date	fed-o	fed	type	level	status	comment
1615217101	0	0	128	10	0	
1615217239	0	0	3	9	0	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 1 created - OK
1615217239	0	0	5	9	0	Federate "SYNCH_OMNET" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 1. Socket 6 - OK
1615217239	1	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217239	1	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217239	1	1	35	7	0	Publish Interaction Class = 4 - OK
1615217239	1	1	9	8	0	ON at time 0.000000 - OK
1615217239	1	1	8	8	0	ON at time 1.000000 - OK
1615217240	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 2 created - OK
1615217240	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 1. Socket 7 - OK
1615217240	2	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217240	2	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217240	2	1	35	7	0	Publish Interaction Class = 4 - OK
1615217241	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE0, Handle : 3COSSIM_PROC_NET_NODE0 - Exception
1615217241	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE0"(2) with handle 2. Socket 10 - OK
1615217241	2	2	35	7	0	Publish Interaction Class = 3 - OK
1615217241	2	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217241	2	2	15	8	0	Label "Init" ended - OK
1615217241	2	1	15	8	0	Label "Init" ended - OK
1615217241	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 4GLOBAL_SYNCHRONIZATION - Exception
1615217241	0	0	5	9	0	Federate "GEM5_NODE0" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 2. Socket 12 - OK
1615217241	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 5 created - OK
1615217241	1	2	35	7	0	Publish Interaction Class = 3 - OK
1615217241	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 1. Socket 13 - OK
1615217241	1	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217241	1	2	9	8	0	ON at time 0.000000 - OK
1615217241	1	2	8	8	0	ON at time 1.000000 - OK
1615217241	5	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217241	5	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217241	5	1	35	7	0	Publish Interaction Class = 4 - OK
1615217241	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE1, Handle : 6COSSIM_PROC_NET_NODE1 - Exception
1615217241	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE1"(5) with handle 2. Socket 8 - OK
1615217241	5	2	35	7	0	Publish Interaction Class = 3 - OK
1615217241	5	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217241	1	2	15	8	0	Label "Init" ended - OK
1615217241	5	2	15	8	0	Label "Init" ended - OK
1615217241	5	1	15	8	0	Label "Init" ended - OK
1615217242	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 7 created - OK
1615217242	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 1. Socket 15 - OK
1615217242	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 8GLOBAL_SYNCHRONIZATION - Exception
1615217242	0	0	5	9	0	Federate "GEM5_NODE1" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 3. Socket 14 - OK
1615217242	1	3	35	7	0	Publish Interaction Class = 3 - OK
1615217242	1	3	39	7	0	Subscribe Interaction Class = 4 - OK
1615217242	1	3	9	8	0	ON at time 0.000000 - OK
1615217242	1	3	8	8	0	ON at time 1.000000 - OK
1615217242	7	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217242	7	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217242	7	1	35	7	0	Publish Interaction Class = 4 - OK
1615217242	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE2, Handle : 9COSSIM_PROC_NET_NODE2 - Exception
1615217242	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE2"(7) with handle 2. Socket 11 - OK
1615217242	7	2	35	7	0	Publish Interaction Class = 3 - OK
1615217242	7	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217242	1	3	15	8	0	Label "Init" ended - OK
1615217242	7	2	15	8	0	Label "Init" ended - OK
1615217242	7	1	15	8	0	Label "Init" ended - OK
1615217243	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 10GLOBAL_SYNCHRONIZATION - Exception
1615217243	0	0	5	9	0	Federate "GEM5_NODE2" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 4. Socket 16 - OK
1615217243	0	0	3	9	0	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 11 created - OK
1615217243	0	0	5	9	0	Federate "OMNET" joins Federation "COSSIM_PROC_NET_NODE3"(11) with handle 1. Socket 17 - OK
1615217243	1	4	35	7	0	Publish Interaction Class = 3 - OK
1615217243	1	4	39	7	0	Subscribe Interaction Class = 4 - OK
1615217243	1	4	9	8	0	ON at time 0.000000 - OK
1615217243	1	4	8	8	0	ON at time 1.000000 - OK
1615217243	11	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615217243	11	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615217243	11	1	35	7	0	Publish Interaction Class = 4 - OK
1615217243	0	0	3	10	36	Federation Name : COSSIM_PROC_NET_NODE3, Handle : 12COSSIM_PROC_NET_NODE3 - Exception
1615217243	0	0	5	9	0	Federate "GEM5" joins Federation "COSSIM_PROC_NET_NODE3"(11) with handle 2. Socket 9 - OK
1615217243	11	2	35	7	0	Publish Interaction Class = 3 - OK
1615217243	11	2	39	7	0	Subscribe Interaction Class = 4 - OK
1615217243	1	4	15	8	0	Label "Init" ended - OK
1615217243	11	2	15	8	0	Label "Init" ended - OK
1615217243	11	1	15	8	0	Label "Init" ended - OK
1615217243	0	0	3	10	36	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 13GLOBAL_SYNCHRONIZATION - Exception
1615217243	0	0	5	9	0	Federate "GEM5_NODE3" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 5. Socket 18 - OK
1615217243	1	5	35	7	0	Publish Interaction Class = 3 - OK
1615217243	1	5	39	7	0	Subscribe Interaction Class = 4 - OK
1615217243	1	5	9	8	0	ON at time 0.000000 - OK
1615217243	1	5	8	8	0	ON at time 1.000000 - OK
1615217243	1	5	15	8	0	Label "Init" ended - OK
1615217243	1	1	15	8	0	Label "Init" ended - OK
1615217244	0	0	3	9	0	Federation Name : Node0, Handle : 14 created - OK
1615217244	0	0	5	9	0	Federate "GEM5_CREATOR_FEDERATE" joins Federation "Node0"(14) with handle 1. Socket 19 - OK
1615217244	14	1	12	8	0	Label "Init" registered. Tag is "Waiting all players." - OK
1615217244	14	1	33	7	0	Publish Object Class = 4, # of att. = 5 - OK
1615217244	14	1	37	7	0	Subscribe Object Class = 3, # of att. = 4 - OK
1615217244	14	1	9	8	0	ON at time 0.000000 - OK
1615217244	14	1	8	8	0	ON at time 1.000000 - OK
1615217257	0	0	3	10	36	Federation Name : Node0, Handle : 15Node0 - Exception
1615217257	0	0	5	9	0	Federate "Display" joins Federation "Node0"(14) with handle 2. Socket 20 - OK
1615217257	14	2	33	7	0	Publish Object Class = 3, # of att. = 1 - OK
1615217257	14	2	43	6	0	Register Object Class = 3 - OK
1615217257	14	2	37	7	0	Subscribe Object Class = 4, # of att. = 2 - OK
1615217257	14	2	9	8	0	ON at time 0.000000 - OK
1615217257	14	2	8	8	0	ON at time 0.100000 - OK
1615217257	14	2	15	8	0	Label "Init" ended - OK
1615217257	14	1	15	8	0	Label "Init" ended - OK
1615217738	7	2	7	9	0	Federate 2 resign federation(7) - OK
1615217738	1	4	9	8	0	OFF - OK
1615217738	1	4	8	8	0	OFF - OK
1615217738	1	4	7	9	0	Federate 4 resign federation(1) - OK
1615217738	11	2	7	9	0	Federate 2 resign federation(11) - OK
1615217738	1	5	9	8	0	OFF - OK
1615217738	1	5	8	8	0	OFF - OK
1615217738	1	5	7	9	0	Federate 5 resign federation(1) - OK
1615217738	0	0	1	9	0	Socket 16 - OK
1615217738	0	0	1	9	0	Socket 11 - OK
1615217738	0	0	1	9	0	Socket 18 - OK
1615217738	0	0	1	9	0	Socket 9 - OK
1615217743	7	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217743	7	1	7	9	0	Federate 1 resign federation(7) - OK
1615217743	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE2" (7) destroyed - OK
1615217743	11	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615217743	11	1	7	9	0	Federate 1 resign federation(11) - OK
1615217743	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE3" (11) destroyed - OK
1615217745	14	1	43	6	0	Register Object Class = 4 - OK
1615218851	5	2	7	9	0	Federate 2 resign federation(5) - OK
1615218851	1	3	9	8	0	OFF - OK
1615218851	1	3	8	8	0	OFF - OK
1615218851	1	3	7	9	0	Federate 3 resign federation(1) - OK
1615218851	5	1	49	10	63	Delete ObjID = 48Object <48> not found in map set. - Exception
1615218851	5	1	7	9	0	Federate 1 resign federation(5) - OK
1615218851	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE1" (5) destroyed - OK
1615218851	0	0	1	9	0	Socket 14 - OK
1615218851	0	0	1	9	0	Socket 8 - OK
1615218868	2	2	7	9	0	Federate 2 resign federation(2) - OK
1615218868	1	2	9	8	0	OFF - OK
1615218868	1	2	8	8	0	OFF - OK
1615218868	1	2	7	9	0	Federate 2 resign federation(1) - OK
1615218868	14	1	43	6	0	Register Object Class = 4 - OK
1615218868	2	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615218868	2	1	7	9	0	Federate 1 resign federation(2) - OK
1615218868	0	0	4	9	0	Federation Name "COSSIM_PROC_NET_NODE0" (2) destroyed - OK
1615218868	1	1	49	10	63	Delete ObjID = 0Object <0> not found in map set. - Exception
1615218868	1	1	9	8	0	OFF - OK
1615218868	1	1	8	8	0	OFF - OK
1615218868	1	1	7	9	0	Federate 1 resign federation(1) - OK
1615218868	0	0	4	9	0	Federation Name "GLOBAL_SYNCHRONIZATION" (1) destroyed - OK
1615218868	14	1	49	6	0	Delete ObjID = 2 - OK
1615218868	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615218868	14	2	38	7	0	Unubscribe Object Class = 4, # of att. = 0 - OK
1615218868	14	2	34	7	0	Unpublish Object Class = 3, # of att. = 0 - OK
1615218868	14	1	49	6	0	Delete ObjID = 3 - OK
1615218868	14	2	49	6	0	Delete ObjID = 1 - OK
1615218868	14	1	9	8	0	OFF - OK
1615218868	14	2	49	10	63	Delete ObjID = 2Object <2> not found in map set. - Exception
1615218868	14	2	49	10	63	Delete ObjID = 3Object <3> not found in map set. - Exception
1615218868	14	2	8	8	0	OFF - OK
1615218868	14	2	7	9	0	Federate 2 resign federation(14) - OK
1615218868	14	1	8	8	0	OFF - OK
1615218868	14	1	49	10	63	Delete ObjID = 1Object <1> not found in map set. - Exception
1615218868	14	1	7	9	0	Federate 1 resign federation(14) - OK
1615218868	0	0	4	9	0	Federation Name "Node0" (14) destroyed - OK
1615218868	0	0	1	9	0	Socket 20 - OK
1615218868	0	0	1	9	0	Socket 12 - OK
1615218868	0	0	1	9	0	Socket 19 - OK
1615218868	0	0	1	9	0	Socket 10 - OK
1615218876	0	0	1	9	0	Socket 17 - OK
1615218876	0	0	1	9	0	Socket 15 - OK
1615218876	0	0	1	9	0	Socket 13 - OK
1615218876	0	0	1	9	0	Socket 7 - OK
1615218876	0	0	1	9	0	Socket 6 - OK
date	fed-o	fed	type	level	status	comment
1615219324	0	0	128	10	0	
1615219343	0	0	3	9	0	Federation Name : GLOBAL_SYNCHRONIZATION, Handle : 1 created - OK
1615219343	0	0	5	9	0	Federate "SYNCH_OMNET" joins Federation "GLOBAL_SYNCHRONIZATION"(1) with handle 1. Socket 6 - OK
1615219343	1	1	12	8	0	Label "Init" registered. Tag is "Waiting all federations." - OK
1615219343	1	1	39	7	0	Subscribe Interaction Class = 3 - OK
1615219343	1	1	35	7	0	Publish Interaction Class = 4 - OK
1615219343	1	1	9	8	0	ON at time 0.000000 - OK
